Unnamed: 0,Disorder,Disease,Breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category,Disease_ru
2734,Inherited eye disorders,ectropion,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Эктропион (выворот века)
2735,Inherited musculoskeletal disorders,elbow dysplasia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дисплазия локтевого сустава (ОКР локтя)
2736,Inherited eye disorders,entropion,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Энтропион (заворот века)
2737,Inherited skin disorders,epidermal dysplasia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Эпидермальная дисплазия
2738,Inherited eye disorders,eversion of nictitating membrane,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Патология третьего века («вишнёвый глаз»)
2739,Inherited eye disorders,"exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)",spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Экспозиционная кератопатия
2740,Inherited disorders of the urinary and reproductive systems,familial kidney disease,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Семейное заболевание почек
2741,Inherited disorders of the urinary and reproductive systems,fanconi syndrome,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Синдром Фанкони
2742,Inherited skin disorders,follicular dysplasias,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Фолликулярная дисплазия
2743,Inherited gastrointestinal disorders,gastric dilatation-volvulus,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Заворот желудка (GDV)
2744,Inherited eye disorders,glaucoma,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Глаукома
2745,Inherited nervous system disorders,globoid cell leukodystrophy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Глобоидноклеточная лейкодистрофия (галактозилцереброзидоз)
2746,Inherited gastrointestinal disorders,gluten-sensitive enteropathy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Глютен-чувствительная энтеропатия
2747,Inherited endocrine disorders,growth hormone-responsive dermatosis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гормонально-зависимый дерматоз (половыми гормонами/надпочечниками)
2748,Inherited musculoskeletal disorders,hemivertebra,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гемивертебра
2749,Inherited blood disorders,hemophilia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гемофилия
2750,Inherited musculoskeletal disorders,hereditary myopathy - labrador retriever/bouviers des flandres myopathy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Наследственная миопатия (лабрадор/бувье)
2751,Inherited musculoskeletal disorders,hip dysplasia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дисплазия тазобедренного сустава
2752,Inherited gastrointestinal disorders,histiocytic ulcerative colitis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гистиоцитарный язвенный колит
2753,Inherited blood disorders,histiocytoma,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гистиоцитома
2754,Inherited blood disorders,histiocytosis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гистиоцитоз
2755,Inherited nervous system disorders,hydrocephalus,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гидроцефалия
2756,Inherited gastrointestinal disorders,hyperlipoproteinemia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гиперлипопротеинемия
2757,Inherited nervous system disorders,"hypo-/dysmyelinogenesis (""shaking pup"")",spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гипо-/дисмиелиногенез («дрожащий щенок»)
2758,Inherited endocrine disorders,hypoadrenocorticism (addison's disease),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гипоадренокортицизм (болезнь Аддисона)
2759,Inherited respiratory disorders,hypoplastic trachea,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гипоплазия трахеи
2760,Inherited endocrine disorders,hypothyroidism,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гипотиреоз
2761,Inherited skin disorders,ichthyosis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Ихтиоз
2762,Inherited nervous system disorders,idiopathic epilepsy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Идиопатическая эпилепсия
2763,Inherited blood disorders,immune-mediated hemolytic anemia (imha),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Иммуноопосредованная гемолитическая анемия
2764,Inherited immune disorders,immune-mediated thrombocytopenia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Иммуноопосредованная тромбоцитопения
2765,Inherited gastrointestinal disorders,immunoproliferative (basenji) enteropathy/lymphocytic-plasmacytic enteritis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Иммунопролиферативная энтеропатия (басенджи)
2766,Inherited nervous system disorders,intervertebral disk disease,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Болезнь межпозвоночных дисков
2767,Inherited eye disorders,keratoconjunctivitis sicca,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Сухой кератоконъюнктивит («сухой глаз»)
2768,Inherited nervous system disorders,laryngeal paralysis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Паралич гортани
2769,Inherited eye disorders,lens luxation,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Вывих хрусталика
2770,Inherited skin disorders,lethal acrodermatitis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Летальный акродерматит
